PIDN,Ca,P,pH,SOC,Sand
uhAeGBHo,-0.26693177,-0.048208553,-0.24953699,0.6280064,-0.37792063
ujHNlqpw,1.0383593,1.4625497,1.0660231,0.6173589,-0.56532115
ulV6kuhB,-0.41424078,0.07798186,-0.253088,-0.5428701,0.7811283
uohEnNEK,-0.4323336,0.29120934,-1.1775401,0.7240646,-0.6102297
v1lhA8I4,-0.46465793,-0.02471105,0.029257417,-0.6319274,1.5951557
v3JzigLI,-0.20496514,-0.0075173303,0.41111958,-0.6756364,0.59812474
v5IwjyIg,-0.49045205,0.471066,-0.55329025,-0.33344573,-0.6292877
v6lp5TK1,-0.33215287,-0.06415425,0.81724596,-0.66756845,0.79144007
v8vOaaWq,-0.47197667,-0.19447562,-1.1146944,0.17246562,0.39239004
vAYKtoil,-0.43614513,-0.11763699,-0.39843294,0.0155361025,-0.657309
vGTNQa6G,2.0577662,0.34714842,1.1354648,0.7740187,-0.35808873
vQzNxHoL,-0.50026226,-0.20811398,-0.43954235,-0.26733714,-0.67009676
vfZGBUJm,-0.37567627,-0.3212662,-0.00489261,-0.3327154,-0.27091554
vlooVUoT,-0.22034153,0.044623412,0.14225057,0.6601981,-0.3657632
vrACvd4O,-0.35415006,-0.40530056,-0.27447355,-0.376526,-0.67095274
w8hdjLwb,-0.32366306,-0.12100833,0.53344554,-0.5666922,0.9885929
wAntv4gH,-0.09251543,0.62898827,1.7979124,-0.4916572,0.59537053
wIUL09q0,-0.37164313,-0.4115922,0.35124916,-0.68381494,0.4436205
wOzx7Fgz,-0.4260652,-0.44950637,-0.31755143,-0.4977765,-0.2584619
wPhjhCJQ,-0.45748708,-0.015301159,-0.40833682,-0.5563401,0.9197161
wQSWWmYB,-0.29518425,-0.21271238,0.3250046,-0.42696118,0.46681085
wdIMrXwy,1.571125,0.49489433,1.5435827,-0.6163178,-0.4855975
wiL9npQc,-0.42624128,-0.1217669,-0.29862627,-0.65269625,0.74074143
wnU95Cxn,1.3593313,1.1770037,1.6656178,-0.37308657,-0.6308011
wpJbbjJs,0.09965121,0.5887505,0.5992979,0.11481683,-0.4538949
wsOWTAbI,0.24430013,-0.20144594,0.4762959,0.6391582,-0.74985266
wtdBcU3U,-0.33128667,-0.18430784,0.2801083,-0.6947086,0.117732115
wuKXVxOc,-0.35972315,-0.0025643315,-0.517828,0.21084073,0.37141448
wyzadAt8,-0.44344664,0.101339966,-0.6450416,-0.51195437,1.0835407
wzaKzYwi,-0.3908527,-0.21809688,0.57246625,-0.63449436,0.888489
x6GCk4EV,-0.41436362,-0.20518379,-0.22860143,-0.53513545,0.54610336
x6lUi3vf,-0.15672097,-0.21258955,0.05571739,0.4773106,-1.1551821
x8mwDHv9,-0.41068056,-0.2871142,-0.17515492,-0.51805836,0.45445183
xIYm6puH,0.25338975,0.4065969,0.23500998,0.44759193,-1.1029236
xO6UdpsK,0.20001268,0.98656195,0.30378425,0.2418157,-0.71090925
xQ2bkOvj,-0.4744869,1.1181936,-1.0002936,0.35002416,-0.8186288
xeXyDCEQ,1.9867206,0.0025019106,2.0003343,1.2376257,-0.8802941
xrggHziO,-0.24685344,-0.25947577,0.10859401,-0.31430882,-0.44124672
y1WMCmqQ,-0.4444431,-0.1725132,-0.91479087,-0.26298925,0.040791683
yDngezhM,-0.29510507,-0.15910378,-0.022291211,-0.6930106,0.020459356
yLiFjMD0,-0.33772787,0.13483657,0.10641432,-0.5597982,0.86275756
ySwEBO7w,-0.47314107,-0.18994601,-0.55297947,0.057529967,-0.6901704
ydC9UsSm,-0.3765828,-0.031167872,-1.1224928,0.4880821,0.32011282
ydEG4VBd,-0.34703547,-0.15039825,-0.34081888,-0.4084694,0.3092019
yf76yWXc,0.045817338,1.8790963,1.3438877,-0.5797477,-0.40782067
yg70e63n,-0.1692212,-0.24051858,0.06947994,0.14734535,-0.2693082
ywxtlSKv,-0.43064228,-0.33222705,-0.7847995,0.0032460988,-0.42865855
yzKPQPOR,-0.47002447,-0.11957582,-0.8620433,1.0581807,-0.69743836
z5cnOnZ1,-0.46902236,-0.46944255,-0.39256218,-0.39624923,-0.63291657
zFLkOE0e,0.1163663,0.2214712,0.32589188,0.5556142,-0.6520779
zGi72mxL,-0.17023458,-0.35301968,-0.29036212,0.2079302,-0.90153825
zN925UV3,-0.35258687,-0.15647313,-0.07205822,0.49639887,-0.65515804
zTy2ih7e,-0.39530194,0.04540255,-0.31489465,-0.08363005,0.19650924
zVFzAutw,-0.24914777,0.04000986,-0.14391963,-0.40375933,0.50497985
zYxNAkht,-0.35254666,-0.14700656,0.018850718,-0.7095331,1.0718042
zaWDBai3,-0.26563403,0.06890118,0.05097476,0.02469001,0.6396466
zg3u0Zsx,-0.14055322,0.41403246,-0.042085964,-0.3780071,-0.108433165
zlwLfdsS,-0.44756746,0.1963515,-1.0297867,1.5713319,-0.43269268
zmbKzVfl,-0.43191898,-0.12970784,-0.5832695,0.252556,0.06228466
